carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes,matched_source_airline_id,enrichment_sources,skip_reason
tibet-airlines,Tibet Airlines,TV,China,Scheduled,no,,,Asia,https://tibetairlines.com.cn,https://www.tibetairlines.com.cn/stdair/airline/tv/static_term/help_Ticketregulations,,,,,,,,no,,0,0,no,no,no,,locale;band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,tibet-airlines-97,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
tigerair-mandala,Tigerair Mandala,RI,Indonesia,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
tigerair-taiwan,Tigerair Taiwan,IT,Taiwan,Low-cost,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
total-linhas-aereas,Total Linhas Aereas,0T,Brazil,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
trans-air-congo,Trans Air Congo,Q8,Republic of the Congo,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;band;region;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
transair-senegal,Transair Senegal,R2,Senegal,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
transnusa,Transnusa,8B,Indonesia,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
travel-service-slovensko,Travel Service Slovensko,6D,Slovakia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
travel-technology-interactive-sa,Travel Technology Interactive SA,Y1,France,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
travelsky-technology-limited,Travelsky Technology Limited,1E,China,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
trenitalia,Trenitalia,7T,Switzerland,Scheduled,no,,,Europe,https://air-glaciers.ch,https://www.air-glaciers.ch/contact,,,,,,,,no,,0,0,no,no,no,,locale;band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,air-glaciers-1140,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
trigana-air-service,Trigana Air Service,IL,Indonesia,Scheduled,no,,,Asia,https://trigana-air.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",trigana-air-service-759,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
turkmenistan-airlines,Turkmenistan Airlines,T5,Turkmenistan,Scheduled,no,,,Asia,https://turkmenistanairlines.tm,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",turkmenistan-airlines-1718,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
ubm-aviation-oag,UBM Aviation - OAG,CR,United Kingdom,Scheduled,no,en,,Europe,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
uls-airlines-cargo,ULS Airlines Cargo,GO,Turkey,Scheduled,no,,,Europe,https://airghana.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",uls-airlines-cargo-777,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
ur-airlines,UR Airlines,UD,Armenia,Scheduled,no,,,Asia,https://urairlines.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,ur-airlines-90,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
utair,UTair,ЮЭ,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
uvt-aero,UVT Aero,RT,Russia,Scheduled,no,,,Europe,https://uvtaero.ru,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,uvt-aero-733,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
ultimate-jetcharters,Ultimate Jetcharters,UE,Russia,Scheduled,no,,,Europe,https://ultimateairshuttle.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,ultimate-air-shuttle-1700,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
umza-air,Umza Air,UY,Cameroon,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
uni-top-airlines,Uni-Top Airlines,UW,China,Scheduled,no,,,Asia,https://uw-air.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,Country and site checked from Planespotters public fleet profile.,,https://www.planespotters.net/airline/Uni-Top-Airlines,"has official/help only, no page URLs for fetch manifest"
united-nigeria-airlines,United Nigeria Airlines,UN,Nigeria,Scheduled,no,en,,Africa,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
universal-air,Universal Air,VO,Malta,Scheduled,no,en,,Europe,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
up-israel,Up Israel,86,Israel,Scheduled,no,,,Middle East,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
uzbekistan-express,Uzbekistan Express,0H,Uzbekistan,Low-cost,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
vim-airlines,VIM Airlines,NN,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,yes,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
vlm-airlines,VLM Airlines,VG,Belgium,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
voepass-linhas-aereas,VOEPASS Linhas Aéreas,2Z,Brazil,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
valuejet,ValueJet,VK,Nigeria,Low-cost,no,en,,Africa,https://flyvaluejet.com,https://www.flyvaluejet.com/help/faqs,,,,,,,,no,,0,0,no,yes,no,,band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",valuejet-205,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
videcom-international-limited,Videcom International Limited,U1,United Kingdom,Scheduled,no,en,,Europe,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
vietravel-airlines,Vietravel Airlines,VU,Vietnam,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
villa-air,Villa Air,VP,Vietnam,Scheduled,no,,,Asia,https://flyme.mv,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,flyme-1376,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
virgin-america,Virgin America,VX,United States,Low-cost,no,en,,North America,,,,,,,,,,no,,0,0,no,yes,yes,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
vladivostok-air,Vladivostok Air,XF,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
volaris-costa-rica,Volaris Costa Rica,Q6,Costa Rica,Low-cost,no,,,Latin America,https://volaris.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,aero-c-ndor-1024,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
volaris-el-salvador,Volaris El Salvador,N3,El Salvador,Low-cost,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
volga-dnepr-airlines,Volga-Dnepr Airlines,VI,Russia,Scheduled,no,,,Europe,https://volga-dnepr.com,https://volga-dnepr.com/about/contacts,,,,,,,,no,,0,0,no,yes,no,,locale;band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",volga-dnepr-airlines-1675,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
volo,Volo,DC,Sweden,Scheduled,no,,,Europe,https://flygbra.se,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,braathens-regional-461,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
wow-air,WOW Air,WW,Iceland,Low-cost,no,,,Europe,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
wamos-air,Wamos Air,EB,Spain,Scheduled,no,,,Europe,https://wamosair.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",wamos-air-243,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
warbelows-air,Warbelows Air,4W,Nigeria,Scheduled,no,en,,Africa,https://warbelows.com,https://alliedairng.com/contact,,,,,,,,no,,0,0,no,yes,no,,band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,allied-air-1801,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv,"has official/help only, no page URLs for fetch manifest"
webjet-linhas-aereas,Webjet Linhas Aereas,WH,Germany,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,,no usable filled fields
