carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes
jsc-kazaviaspas,JSC Kazaviaspas,ZS,Kazakhstan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jsc-transport-automated-informationsystems-tais,JSC Transport Automated InformationSystems - TAIS,1M,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jambojet,Jambojet,JM,Kenya,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
japan-air-commuter,Japan Air Commuter,JC,Japan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
japan-airlines,Japan Airlines,JL,Japan,Scheduled,yes,en-jp,1a,East Asia,https://www.jal.co.jp,,https://www.jal.co.jp/jp/en/inter/baggage/checked/,https://www.jal.co.jp/jp/en/inter/baggage/inflight/,https://www.jal.co.jp/jp/en/inter/baggage/over/,https://www.jal.co.jp/jp/en/inter/fare/,https://www.jal.co.jp/jp/en/inter/boarding/online-checkin/,https://www.jal.co.jp/jp/en/inter/carriage/,,yes,2026-09-03,0,6,no,yes,no,https://www.jal.co.jp/jp/en/inter/carriage/220920/,article_selector,6/6 urls
japan-transocean-air,Japan Transocean Air,NU,Japan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jazeera-airways,Jazeera Airways,J9,Kuwait,Low-cost,yes,en,manual-priority,Asia,https://www.jazeeraairways.com/en-kw/help/faqs,https://www.jazeeraairways.com/en-kw/help/faqs,https://www.jazeeraairways.com/en-ae/plan/baggage-allowance/checked-baggage,https://www.jazeeraairways.com/en/plan/baggage-allowance/cabin-baggage,https://aem.jazeeraairways.com/en/add-ons/baggage-upgrades/extra-baggage-charges,,,https://www.jazeeraairways.com/en-kw/terms-and-conditions,,yes,2026-09-03,4,0,no,yes,yes,https://www.jazeeraairways.com/en-kw/terms-and-conditions,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
jeju-air,Jeju Air,7C,Republic of Korea,Low-cost,yes,en,manual-priority,Asia,https://www.jejuair.net/en/linkService/help/main.do,https://www.jejuair.net/en/linkService/help/main.do,https://www.jejuair.net/en/additionalService/service/preorderedBaggage.do,https://www.jejuair.net/en/linkService/boardingProcessGuide/cabinBaggage.do,https://www.jejuair.net/en/additionalService/service/preorderedBaggage.do,,,https://www.jejuair.net/en/terms/page/carriageTemrs.do,,yes,2026-09-03,0,4,no,yes,yes,https://www.jejuair.net/en/terms/page/carriageTemrs.do,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
jet-airways,Jet Airways,9W,India,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jet-airways-inc,Jet Airways Inc.,QJ,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jet-asia-airways,Jet Asia Airways,JF,Thailand,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jet-aviation-business,Jet Aviation Business,PP,Switzerland,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jet-ops,Jet Ops,J6,United Arab Emirates,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jet2com,Jet2.com,LS,United Kingdom,Low-cost,yes,en-gb,manual-priority,Europe,,,https://app.jet2.com/en/baggage,https://www.jet2.com/en/baggage,https://app.jet2.com/en/baggage,,,,,yes,2026-09-03,2,1,no,yes,yes,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
jetair-caribbean,JetAir Caribbean,4J,Curaçao,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jetlite,JetLite,S2,India,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jetsmart,JetSmart,JA,Chile,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jetsmart-argentina,JetSmart Argentina,WJ,Argentina,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jetsmart-peru,JetSmart Peru,JZ,Peru,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jetairfly,Jetairfly,TB,Belgium,Low-cost,no,,,,https://www.tuifly.be,,,,,,,,,no,,0,0,no,no,no,https://www.tuifly.be/en/legal/conditions_de_transport,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jetstar,Jetstar,JQ,Australia,Low-cost,yes,en-au,1a,Australia/Pacific,https://www.jetstar.com,,https://www.jetstar.com/au/en/help/articles/checked-baggage,https://www.jetstar.com/au/en/help/articles/carry-on-baggage,https://www.jetstar.com/au/en/help/articles/fees-and-charges,https://www.jetstar.com/au/en/help/articles/fares,https://www.jetstar.com/au/en/help/articles/online-check-in,https://www.jetstar.com/au/en/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,https://www.jetstar.com/au/en/conditions-of-carriage-jq,article_selector,6/6 urls
jetstar-asia,Jetstar Asia,3K,Singapore,Low-cost,yes,en-sg,manual-priority,Asia,https://www.jetstar.com,,https://www.jetstar.com/au/en/flights/baggage,https://www.jetstar.com/sg/en/flights/baggage/carry-on-baggage,https://www.jetstar.com/au/en/help/excess-baggage-charges-at-the-airport,,,https://www.jetstar.com/jp/en/conditions-of-carriage-3k,,yes,2026-09-03,0,4,no,yes,no,https://www.jetstar.com/jp/en/conditions-of-carriage-3k,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
jetstar-japan,Jetstar Japan,GK,Japan,Low-cost,yes,en,manual-priority,Asia,https://www.jetstar.com,,,,,,,https://www.jetstar.com/jp/en/conditions-of-carriage-gk,,yes,2026-09-03,0,1,no,yes,yes,https://www.jetstar.com/jp/en/conditions-of-carriage-gk,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
jiangxi-air,Jiangxi Air,RY,China,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jin-air,Jin Air,LJ,South Korea,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jonair,Jonair,0N,Sweden,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jonika-airlines,Jonika Airlines,JO,Ukraine,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
jordan-aviation,Jordan Aviation,R5,Jordan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
joy-air,Joy Air,JR,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
juneyao-airlines,Juneyao Airlines,HO,China,Scheduled,yes,en,manual-priority,Asia,https://global.juneyaoair.com,,https://global.juneyaoair.com/checkedBaggage,https://global.juneyaoair.com/carryOnBaggage,https://global.juneyaoair.com/checkedBaggage,,,https://global.juneyaoair.com/servicehelp/new/General%20Conditions%20of%20Carriage,,yes,2026-09-03,3,1,no,no,yes,https://global.juneyaoair.com/servicehelp/new/General%20Conditions%20of%20Carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
k-mile-air-co-ltd,K-Mile Air Co. Ltd,8K,Thailand,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kc-international-airlines,KC International Airlines,3Q,Cambodia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
klm-cityhopper,KLM Cityhopper,WA,Netherlands,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
klm-royal-dutch-airlines,KLM Royal Dutch Airlines,KL,Netherlands,Scheduled,yes,en,manual-priority,Europe,https://www.klm.com,,https://www.klm.com/information/baggage/checked-baggage-allowance,https://saudi.klm.com/information/baggage/checked-baggage-allowance,https://www.klm.com/information/baggage/checked-baggage-allowance,,,https://www.klm.com/information/legal/conditions-carriage,,yes,2026-09-03,0,4,no,yes,yes,https://www.klm.com/information/legal/conditions-carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
km-malta-airlines,KM Malta Airlines,KM,Malta,Low-cost,no,,,,https://airmalta.com,,,,,,,,,no,,0,0,no,no,no,https://airmalta.com/en-gb/legal-and-policies/general-conditions-of-carriage,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kalitta-air,Kalitta Air,K4,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kalstar-aviation,Kalstar Aviation,KD,Indonesia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kam-air,Kam Air,RQ,Afghanistan,Scheduled,yes,en,manual-priority,Asia,https://www.kamair.com/contact-us,https://www.kamair.com/contact-us,https://www.kamair.com/baggage,https://www.kamair.com/baggage,https://www.kamair.com/baggage,,,https://www.kamair.com/terms-and-conditions#agreement-and-terms,,yes,2026-09-03,4,0,no,yes,yes,https://www.kamair.com/terms-and-conditions#agreement-and-terms,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
kamchatka-air,Kamchatka Air,ДЕ,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kan-air,Kan Air,K8,Thailand,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kartika-airlines,Kartika Airlines,3Y,Indonesia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kenmore-air,Kenmore Air,M5,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kenn-borek-air,Kenn Borek Air,4K,Canada,Scheduled,yes,en-ca,manual-priority,North America,https://askariaviation.com,,,,,,,https://askariaviation.com/,,yes,2026-09-03,0,1,no,yes,no,https://askariaviation.com/,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
kenya-airways,Kenya Airways,KQ,Kenya,Scheduled,yes,en-ke,manual-priority,Africa,https://www.kenya-airways.com,,https://www.kenya-airways.com/prepare-for-travel/baggage-information/en,https://www.kenya-airways.com/en/plan/baggage-information/hand-baggage,https://www.kenya-airways.com/prepare-for-travel/baggage-information/en,,,https://www.kenya-airways.com/condition-of-carriage/en/,,yes,2026-09-03,1,3,no,yes,no,https://www.kenya-airways.com/condition-of-carriage/en/,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
khabarovsk-avia,Khabarovsk Avia,НИ,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
komiaviatrans,Komiaviatrans,ИГ,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
korean-air,Korean Air,KE,Republic of Korea,Scheduled,yes,en-kr,1b,East Asia,https://www.koreanair.com,,https://www.koreanair.com/contents/plan-your-travel/baggage/checked-baggage,https://www.koreanair.com/contents/plan-your-travel/baggage/carry-on-baggage,https://www.koreanair.com/contents/plan-your-travel/baggage/excess-baggage,https://www.koreanair.com/booking/booking-guide/fare-rules,https://www.koreanair.com/contents/plan-your-travel/at-the-airport/check-in,https://www.koreanair.com/contents/footer/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,https://www.koreanair.com/us/en/footer/terms-and-policies/terms-of-carriage,article_selector,6/6 urls
korongo-airlines,Korongo Airlines,ZC,Democratic Republic of the Congo,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kosmos,Kosmos,ГК,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kostroma-air,Kostroma Air,КБ,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
krasavia,KrasAvia,KV,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kulula,Kulula,МН,South Africa,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kunming-airlines,Kunming Airlines,KY,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
kuwait-airways,Kuwait Airways,KU,Kuwait,Scheduled,yes,en,manual-priority,Asia,https://www.kuwaitairways.com,,https://kuwaitairways.com/en/services/baggage,https://kuwaitairways.com/en/is/free-carry-on-baggage,https://kuwaitairways.com/en/services/baggage,,,https://www.kuwaitairways.com/en/terms/conditions-of-carriage,,yes,2026-09-03,1,3,no,yes,no,https://www.kuwaitairways.com/en/terms/conditions-of-carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
kyrgyz-air,Kyrgyz Air,KH,Kyrgyzstan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
lam-mozambique-airlines,LAM Mozambique Airlines,TM,Mozambique,Scheduled,yes,en,manual-priority,Africa,,,https://www.lam.co.mz/en/Travel-Information/Baggage,https://www.lam.co.mz/en/Travel-Information/Baggage,https://www.lam.co.mz/en/Travel-Information/Baggage,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
lan-chile-cargo,LAN Chile Cargo,UC,Chile,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
lanhsa,LANHSA,00,Israel,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
laser-airlines,LASER Airlines,QL,Venezuela,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
latam-airlines,LATAM Airlines,LA,Chile,Scheduled,yes,en,manual-priority,South America,https://www.latamairlines.com,,https://www.latamairlines.com/us/en/experience/prepare-your-trip/baggage/checked-baggage,https://www.latamairlines.com/gb/en/experience/prepare-your-trip/baggage/carry-on,https://www.latamairlines.com/au/en/experience/prepare-your-trip/baggage/excess-fees,,,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,,yes,2026-09-03,0,4,no,yes,no,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
latam-airlines-brasil,LATAM Airlines Brasil,JJ,Brazil,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
latam-airlines-colombia,LATAM Airlines Colombia,4C,Colombia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
latam-airlines-ecuador,LATAM Airlines Ecuador,XL,Ecuador,Scheduled,yes,en,manual-priority,South America,https://www.latamairlines.com,,,,,,,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,,yes,2026-09-03,0,1,no,yes,no,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
latam-airlines-paraguay,LATAM Airlines Paraguay,PZ,Paraguay,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
latam-airlines-peru,LATAM Airlines Peru,LP,Peru,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
latam-express,LATAM Express,LU,Chile,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
leav,LEAV,KK,Turkey,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
lift-airline,LIFT Airline,GE,South Africa,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
lot-polish,LOT Polish,LO,Poland,Scheduled,yes,en,manual-priority,Europe,https://www.lot.com/us/en/help-center/contact,https://www.lot.com/us/en/help-center/contact,https://www.lot.com/am/en/journey/baggage,https://www.lot.com/am/en/journey/baggage/long-haul-baggage,https://www.lot.com/am/en/journey/baggage,,,https://www.lot.com/pl/en/regulations/conditions-of-carriage,,yes,2026-09-03,0,4,no,yes,no,https://www.lot.com/pl/en/regulations/conditions-of-carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
la-compagnie,La Compagnie,B0,France,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
