carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes
apa-guam,APA Guam,P9,Guam,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
apg-airlines,APG Airlines,GP,France,Scheduled,no,,,,https://back-apgairlines.orchestra-platform.com,,,,,,,,,no,,0,0,no,no,no,https://back-apgairlines.orchestra-platform.com/admin/TS/fckUserFiles/Content_File/carriage_conditions_APGAirlines_EN.pdf,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
arincaeronautical-radio-inc,"ARINC(Aeronautical Radio, Inc.)",XA,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
as-salaam-air,AS SALAAM AIR,0W,Tanzania,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
asky-airlines,ASKY Airlines,KP,Togo,Scheduled,no,,,,https://www.flyasky.com,,,,,,,,,no,,0,0,no,no,no,https://www.flyasky.com/aa/en/plan,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
asl-airlines-france,ASL Airlines France,5O,France,Scheduled,yes,en,manual-priority,Europe,https://www.aslairlines.fr,,https://www.aslairlines.fr/en/travel-information/prepare-your-trip/luggage,https://www.aslairlines.fr/en/travellers-information/prepare-your-trip/your-baggage,https://www.aslairlines.fr/en/travel-information/prepare-your-trip/luggage,,,https://www.aslairlines.fr/wp-content/uploads/2013/04/190219-GAL-CONDITIONS-OF-CARRIAGE-2019-1.pdf,,yes,2026-09-03,0,4,no,yes,no,https://www.aslairlines.fr/wp-content/uploads/2013/04/190219-GAL-CONDITIONS-OF-CARRIAGE-2019-1.pdf,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
asl-airlines-ireland,ASL Airlines Ireland,5H,Ireland,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
asl-airways,ASL Airways,3V,Belgium,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
atsa-airlines,ATSA Airlines,4A,Peru,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
azur-air,AZUR Air,ZF,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
abacus-international-pte-ltd,Abacus International Pte. Ltd.,1B,Singapore,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
accesrail,AccesRail,9B,Canada,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
adria-airways,Adria Airways,JP,Slovenia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
advanced-air,Advanced Air,AN,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aegean-airlines,Aegean Airlines,A3,Greece,Scheduled,yes,en,manual-priority,Europe,https://en.aegeanair.com,,https://en.aegeanair.com/travel-information/baggage/add-baggage,https://en.aegeanair.com/travel-information/baggage/cabin-baggage,https://en.aegeanair.com/travel-information/baggage/add-baggage,,,https://en.aegeanair.com/conditions-notices/conditions-notices/,,yes,2026-09-03,0,4,no,yes,no,https://en.aegeanair.com/conditions-notices/conditions-notices/,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
aer-lingus,Aer Lingus,EI,Ireland,Scheduled,yes,en-ie,1b,Europe,https://www.aerlingus.com,,https://www.aerlingus.com/prepare/bags/checked-baggage/,https://www.aerlingus.com/prepare/bags/carry-on-baggage/,https://www.aerlingus.com/prepare/bags/checked-baggage/,https://www.aerlingus.com/legal/conditions-of-carriage/,https://www.aerlingus.com/prepare/check-in-options/online/,https://www.aerlingus.com/legal/conditions-of-carriage/,,yes,2026-09-03,0,6,no,yes,no,https://www.aerlingus.com/support/legal/conditions-of-carriage/,article_selector,6/6 urls
aero-dili,Aero Dili,8G,Timor-Leste,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aero-k,Aero K,RF,South Korea,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aero-mongolia,Aero Mongolia,M0,Mongolia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aero-nomad-airlines,Aero Nomad Airlines,KA,Kyrgyzstan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aero-charter-ukraine,Aero-Charter Ukraine,DW,Ukraine,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aero-tropics-air-services,Aero-Tropics Air Services,HC,Australia,Scheduled,yes,en-au,manual-priority,Australia/Pacific,https://flyairsenegal.com,,,,,,,https://flyairsenegal.com/en/legal-notice/conditions-of-carriage/,,yes,2026-09-03,0,1,no,yes,no,https://flyairsenegal.com/en/legal-notice/conditions-of-carriage/,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
aeroitalia,AeroItalia,XZ,Italy,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aerolink,AeroLink,A8,Uganda,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aerostan,AeroStan,KW,Kyrgyzstan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aeroflot,Aeroflot,SU,Russia,Scheduled,yes,en,manual-priority,Europe,https://www.aeroflot.ru,,,,,,,https://www.aeroflot.ru/gb-en/information/legal/contract,,yes,2026-09-03,0,1,no,yes,no,https://www.aeroflot.ru/gb-en/information/legal/contract,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
aerolineas-argentinas,Aerolineas Argentinas,AR,Argentina,Scheduled,no,,,,https://www.aerolineas.com.ar,,,,,,,,,no,,0,0,no,no,no,https://www.aerolineas.com.ar/legales?tab=condicionestransporte,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aerolineas-sosa,Aerolineas Sosa,S0,Honduras,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aeromar,Aeromar,VW,Mexico,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aeromexico-connect,Aeromexico Connect,5D,Mexico,Scheduled,no,,,,https://aeromexico.com,,,,,,,,,no,,0,0,no,no,no,https://aeromexico.com/en-us/legal-information,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aeromexico,Aeroméxico,AM,Mexico,Scheduled,yes,en,manual-priority,North America,https://aeromexico.com,,https://www.aeromexico.com/en-us/travel-information/baggage,https://www.aeromexico.com/en/travel-with-aeromexico/baggage/carry-on-bags,https://www.aeromexico.com/en/travel-with-aeromexico/baggage/excess-baggage-charges/index.html,,,https://aeromexico.com/en-us/legal-information,,yes,2026-09-03,0,4,no,yes,no,https://aeromexico.com/en-us/legal-information,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
aeronautical-telecommunications-ltdaerotel,Aeronautical Telecommunications Ltd.(AEROTEL),XI,Jamaica,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aeropelican-air-services,Aeropelican Air Services,OT,Australia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aeroservis,Aeroservis,АЯ,Russia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aerotranscargo,Aerotranscargo,F5,Moldova (Republic of Moldova),Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aerovias-dap,Aerovias DAP,V5,Chile,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
africa-world-airlines,Africa World Airlines,AW,Ghana,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
african-express-airways,African Express Airways,XU,Kenya,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
afrinat-international-airlines,Afrinat International Airlines,2F,Gambia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
afriqiyah-airways,Afriqiyah Airways,8U,Libya,Scheduled,no,,,,https://afriqiyah.aero,,,,,,,,,no,,0,0,no,no,no,https://afriqiyah.aero/en/,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
aigle-azur,Aigle Azur,ZI,France,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-albania,Air Albania,ZB,Reunion,Scheduled,yes,en,manual-priority,Asia,https://www.airalbania.com.al/contact,https://www.airalbania.com.al/contact,https://www.airalbania.com.al/luggage,https://www.airalbania.com.al/luggage,https://www.airalbania.com.al/luggage,,,https://www.airalbania.com.al/conditions-of-carriage,,yes,2026-09-03,4,0,no,yes,no,,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-algerie,Air Algerie,AH,Algeria,Scheduled,no,,,,https://airalgerie.dz,,,,,,,,,no,,0,0,no,no,no,https://airalgerie.dz/en/legal-notice/general-conditions-of-carriage-2/,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-alsie,Air Alsie,6I,Denmark,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-anka,Air Anka,6K,Turkey,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-antilles,Air Antilles,4I,France,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-arabia,Air Arabia,G9,United Arab Emirates,Low-cost,yes,en,manual-priority,Asia,https://www.airarabia.com/ar-ae/help/frequently-asked-questions/faq-source/special-assistance/baby-stroller,https://www.airarabia.com/ar-ae/help/frequently-asked-questions/faq-source/special-assistance/baby-stroller,https://www.airarabia.com/en/faqs/checked-baggage,https://www.airarabia.com/ar/checked-and-hand-baggages,https://www.airarabia.com/en/faqs/checked-baggage,,,https://www.airarabia.com/en/about-us/conditions-of-carriage,,yes,2026-09-03,0,4,no,yes,no,,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-arabia-abu-dhabi,Air Arabia Abu Dhabi,3L,United Arab Emirates,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-arabia-egypt,Air Arabia Egypt,E5,Egypt,Low-cost,yes,en,manual-priority,Africa,,,https://www.airarabia.com/ar/help/baggage-enquiries/checked-baggage_baggage-enquiries,https://www.airarabia.com/ar/checked-and-hand-baggages,https://www.airarabia.com/ar/help/baggage-enquiries/checked-baggage_baggage-enquiries,,,https://www.airarabia.com/en/about-us/conditions-of-carriage,,yes,2026-09-03,0,4,no,yes,no,,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-arabia-maroc,Air Arabia Maroc,3O,Morocco,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-astana,Air Astana,KC,Kazakhstan,Scheduled,yes,en,manual-priority,Asia,https://help.airastana.com/hc/en-gb,https://help.airastana.com/hc/en-gb,https://airastana.com/global-en/information/checked-baggage,https://airastana.com/ind-en/information/carry-on-baggage,https://airastana.com/global-en/information/checked-baggage,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
air-atlanta,Air Atlanta,CC,Iceland,Scheduled,no,,,,https://www.cmairlines.com,,,,,,,,,no,,0,0,no,no,no,https://www.cmairlines.com/wp-content/uploads/2019/12/C-2-2019-11-Package-policies-EN.pdf,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-atlanta-europe,Air Atlanta Europe,CT,United Kingdom,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-austral,Air Austral,UU,France,Scheduled,yes,en,manual-priority,Europe,https://www.air-austral.com/en/help.html,https://www.air-austral.com/en/help.html,https://www.air-austral.com/en/prepare-your-flight/your-baggage/checked-baggage.html,https://www.air-austral.com/en/prepare-your-flight/your-baggage/carry-on-baggage.html,https://www.air-austral.com/en/prepare-your-flight/your-baggage/checked-baggage.html,,,https://www.air-austral.com/en/general-conditions-of-carriage.html,,yes,2026-09-03,0,4,no,yes,no,https://www.air-austral.com/en/general-conditions-of-carriage.html,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-berlin,Air Berlin,HE,Germany,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-botswana,Air Botswana,BP,Botswana,Scheduled,yes,en,manual-priority,Africa,https://www.airbotswana.co.bw/contact-us,https://www.airbotswana.co.bw/contact-us,https://www.airbotswana.co.bw/please-inspect-your-baggage-immediately-after-claiming-it-your-destination,https://www.airbotswana.co.bw/please-inspect-your-baggage-immediately-after-claiming-it-your-destination,https://www.airbotswana.co.bw/please-inspect-your-baggage-immediately-after-claiming-it-your-destination,,,https://www.airbotswana.co.bw/general-conditions-carriage,,yes,2026-09-03,0,4,no,yes,no,https://www.airbotswana.co.bw/general-conditions-carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-burkina,Air Burkina,2J,Burkina Faso,Scheduled,yes,en,manual-priority,Africa,https://air-burkina.com,,https://air-burkina.com/en/plan-a-trip/luggage/checked-baggage,https://air-burkina.com/preparer-son-voyage/bagages/franchise-bagages,https://air-burkina.com/en/plan-a-trip/luggage/checked-baggage,,,"https://air-burkina.com/en/general-conditions-of-carriage#:~:text=The%20passenger%20is%20required%20to,departure%20formalities%20to%20be%20completed.",,yes,2026-09-03,4,0,no,yes,no,"https://air-burkina.com/en/general-conditions-of-carriage#:~:text=The%20passenger%20is%20required%20to,departure%20formalities%20to%20be%20completed.",fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-busan,Air Busan,BX,South Korea,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-cairo,Air Cairo,SM,Egypt,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-caledonie,Air Caledonie,TY,New Caledonia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-cambodia,Air Cambodia,K6,Cambodia,Scheduled,yes,en,manual-priority,Asia,https://www.cambodiaangkorair.com,,,,,,,https://www.cambodiaangkorair.com/post-category/34/terms-and-conditions,,yes,2026-09-03,0,1,no,yes,no,https://www.cambodiaangkorair.com/post-category/34/terms-and-conditions,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
air-canada,Air Canada,AC,Canada,Scheduled,yes,en-ca,1b,North America,https://www.aircanada.com,,https://www.aircanada.com/ca/en/aco/home/plan/baggage/checked.html,https://www.aircanada.com/ca/en/aco/home/plan/baggage/carry-on.html,https://www.aircanada.com/ca/en/aco/home/plan/baggage/checked.html,https://www.aircanada.com/ca/en/aco/home/book/fare-options-and-fees.html,https://www.aircanada.com/ca/en/aco/home/plan/check-in-information.html,https://www.aircanada.com/ca/en/aco/home/legal/conditions-carriage-tariffs.html,main,yes,2026-09-03,6,0,yes,yes,no,https://www.aircanada.com/us/en/aco/home/legal/conditions-carriage-tariffs.html#/,,6/6 urls
air-canada-express,Air Canada Express,QK,Canada,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-canada-rouge,Air Canada Rouge,RV,Canada,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-caraibes,Air Caraibes,TX,"France (Guadeloupe, overseas territory)",Scheduled,no,,,,https://en.aircaraibes.com,,,,,,,,,no,,0,0,no,no,no,https://en.aircaraibes.com/en/general-conditions-sale-and-carriage,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-cargo-carriers-llc,"Air Cargo Carriers, LLC.",2Q,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-cargo-germany,Air Cargo Germany,6U,Germany,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-century,Air Century,Y2,Dominican Republic,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-changan,Air Changan,9H,China,Scheduled,yes,en,manual-priority,Asia,,,https://www.airchangan.com/acEntry/baggage,https://www.airchangan.com/acEntry/baggage,https://www.airchangan.com/acEntry/baggage,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
air-china,Air China,CA,China,Scheduled,yes,en-cn,1b,East Asia,https://www.airchina.co.uk,,https://www.airchina.com.cn/en/info/travel-prep/baggage/checked-baggage.shtml,https://www.airchina.com.cn/en/info/travel-prep/baggage/carry-on-baggage.shtml,https://www.airchina.com.cn/en/info/travel-prep/baggage/excess-baggage.shtml,https://www.airchina.com.cn/en/info/travel-prep/fare-rules.shtml,https://www.airchina.com.cn/en/info/online-check-in/,https://www.airchina.com.cn/en/info/travel-prep/conditions-of-carriage.shtml,,yes,2026-09-03,0,6,no,yes,no,https://www.airchina.co.uk/GB/GB/General-Conditions-of-Carriage-for-Passengers-and-Baggage,article_selector,6/6 urls
air-congo,Air Congo,4H,Democratic Republic of the Congo,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-corsica,Air Corsica,XK,France,Scheduled,yes,en,manual-priority,Europe,https://www.aircorsica.com,,https://www.aircorsica.com/flights/cabin-hold-baggage.html,https://www.aircorsica.com/flights/cabin-hold-baggage.html,https://www.aircorsica.com/flights/cabin-hold-baggage.html,,,https://www.aircorsica.com/flights/conditions-carriage-passengers.html,,yes,2026-09-03,4,0,no,yes,no,https://www.aircorsica.com/flights/conditions-carriage-passengers.html,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-cote-divoire,Air Cote D'Ivoire,HF,Côte d'Ivoire (Ivory Coast),Scheduled,yes,en,manual-priority,Asia,,,https://www.aircotedivoire.com/informations/bagages,https://www.aircotedivoire.com/informations/bagages,https://www.aircotedivoire.com/informations/bagages,,,https://www.aircotedivoire.com/en/flight-booking/terms-and-conditions-of-carriage,,yes,2026-09-03,4,0,no,yes,no,,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-creebec,Air Creebec,YN,Canada,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-dilijans,Air Dilijans,RM,Armenia,Scheduled,yes,en,manual-priority,Asia,https://armeniafly.com,,https://airdilijans.com/non-standard-baggage,https://airdilijans.com/non-standard-baggage,https://airdilijans.com/non-standard-baggage,,,https://armeniafly.com/conditions-of-carriage-en,,yes,2026-09-03,0,4,no,yes,no,https://armeniafly.com/conditions-of-carriage-en,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-djibouti,Air Djibouti,DJ,Djibouti,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-do,Air Do,HD,Japan,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-europa,Air Europa,UX,Spain,Scheduled,yes,en,manual-priority,Europe,https://www.aireuropa.com,,https://www.aireuropa.com/de/en/aea/travel-information/baggage/checked-baggage,https://www.aireuropa.com/de/en/aea/travel-information/baggage/carry-on-luggage,https://www.aireuropa.com/de/en/aea/travel-information/baggage/checked-baggage,,,https://www.aireuropa.com/uk/en/aea/travel-information/terms-and-conditions/conditions-of-carriage.html,,yes,2026-09-03,0,4,no,yes,no,https://www.aireuropa.com/uk/en/aea/travel-information/terms-and-conditions/conditions-of-carriage.html,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
air-europa-express,Air Europa Express,X5,Spain,Scheduled,no,,,,https://www.aireuropa.com,,,,,,,,,no,,0,0,no,no,no,https://www.aireuropa.com/uk/en/aea/travel-information/terms-and-conditions/conditions-of-carriage.html,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-excel,Air Excel,0X,Tanzania,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-flamenco,Air Flamenco,F4,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
air-france,Air France,AF,France,Scheduled,yes,en-fr,1a,Europe,https://wwws.airfrance.co.uk,,https://wwws.airfrance.fr/en/information/bagages/bagage-cabine-soute,https://wwws.airfrance.fr/en/information/bagages/bagage-cabine-soute,https://wwws.airfrance.fr/en/information/bagages/bagages-supplementaires,https://wwws.airfrance.fr/en/information/legal/edito-cg-transport,https://wwws.airfrance.fr/en/check-in,https://wwws.airfrance.fr/en/information/legal/edito-cg-transport,,yes,2026-09-03,0,6,no,yes,no,https://wwws.airfrance.co.uk/information/legal/edito-cg-airfrance,article_selector,6/6 urls
