carrier_key,name,iata,country,type,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,notes,has_fact_file,has_review_file
gulf-air,Gulf Air,GF,Bahrain,Scheduled,,,,https://www.gulfair.com,,,,,,,https://www.gulfair.com/transparency/conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
gx-airlines,GX Airlines,GX,China,Scheduled,,,,,,,,,,,,,,no,yes
hainan-airlines,Hainan Airlines,HU,China,Scheduled,,,,https://www.hainanairlines.com,,,,,,,https://www.hainanairlines.com/HUPortal/dyn/portal/DisplayPage?LANGUAGE=GB&COUNTRY_SITE=GB&SITE=CBHZCBHZ&PAGE=TECO,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
halcyonair,Halcyonair,7Z,Cape Verde,Scheduled,,,,,,,,,,,,,,yes,no
hawaiian-airlines,Hawaiian Airlines,HA,United States,Scheduled,,,,https://www.hawaiianairlines.com,,,,,,,https://www.hawaiianairlines.com/legal/international-contract-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
hawkair,Hawkair,BH,Canada,Scheduled,,,,,,,,,,,,,,yes,no
hebei-airlines,Hebei Airlines,NS,China,Scheduled,,,,,,,,,,,,,,no,yes
heli-air-monaco,Heli Air Monaco,YO,Monaco,Scheduled,,,,,,,,,,,,,,yes,no
helijet,Helijet,JB,Canada,Scheduled,,,,,,,,,,,,,,yes,no
helvetic-airways,Helvetic Airways,2L,Switzerland,Scheduled,,,,https://www.helvetic.com,,,,,,,https://www.helvetic.com/en/travelinfo,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
himalaya-airlines,Himalaya Airlines,H9,Nepal,Scheduled,,,,https://www.himalaya-airlines.com,,,,,,,https://www.himalaya-airlines.com/travel-ha/general-conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
hong-kong-airlines,Hong Kong Airlines,HX,Hong Kong SAR of China,Scheduled,,,,https://www.hongkongairlines.com,,,,,,,https://www.hongkongairlines.com/en_HK/footer/legal-privacy/home,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
hop,HOP!,A5,France,Low-cost,,,,,,,,,,,,,,no,yes
horizon-air,Horizon Air,QX,United States,Scheduled,,,,,,,,,,,,,,yes,no
hunnu-air,Hunnu Air,MR,Germany,Scheduled,,,,,,,,,,,,,,yes,yes
iberia-express,Iberia Express,I2,Spain,Low-cost,,,,https://www.iberiaexpress.com,,,,,,,https://www.iberiaexpress.com/en/general-info/contact/general-terms-and-conditions/general-conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
ibex-airlines,Ibex Airlines,FW,Japan,Scheduled,,,,,,,,,,,,,,yes,no
icelandair,Icelandair,FI,Iceland,Scheduled,,,,https://www.icelandair.com,,,,,,,https://www.icelandair.com/support/terms-and-conditions/conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
intercaribbean-airways,InterCaribbean Airways,JY,Turks and Caicos Islands,Scheduled,,,,,,,,,,,,,,yes,no
iraero,IrAero,IO,Russia,Scheduled,,,,,,,,,,,,,,yes,yes
iraqi-airways,Iraqi Airways,IA,Iraq,Scheduled,,,,,,,,,,,,,,yes,yes
island-air,Island Air,WP,Mexico,Scheduled,,,,,,,,,,,,,,no,yes
israir-airlines,Israir Airlines,6H,Israel,Scheduled,,,,https://www.israirairlines.com,,,,,,,https://www.israirairlines.com/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
izhavia,Izhavia,I8,Russia,Scheduled,,,,,,,,,,,,,,yes,yes
jambojet,Jambojet,JM,Kenya,Low-cost,,,,,,,,,,,,,,no,yes
japan-air-commuter,Japan Air Commuter,JC,Japan,Scheduled,,,,,,,,,,,,,,yes,no
japan-transocean-air,Japan Transocean Air,NU,Japan,Scheduled,,,,,,,,,,,,,,yes,no
jazeera-airways,Jazeera Airways,J9,Kuwait,Low-cost,,,,https://www.jazeeraairways.com,,,,,,,https://www.jazeeraairways.com/en-kw/terms-and-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
jeju-air,Jeju Air,7C,Republic of Korea,Low-cost,,,,https://www.jejuair.net,,,,,,,https://www.jejuair.net/en/terms/page/carriageTemrs.do,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
jet-airways,Jet Airways,9W,India,Scheduled,,,,,,,,,,,,,,yes,yes
jet-asia-airways,Jet Asia Airways,JF,Thailand,Scheduled,,,,,,,,,,,,,,yes,no
jet-aviation-business,Jet Aviation Business,PP,Switzerland,Scheduled,,,,,,,,,,,,,,yes,no
jet2com,Jet2.com,LS,United Kingdom,Low-cost,,,,,,,,,,,,,,yes,yes
jetsmart,JetSmart,JA,Chile,Low-cost,,,,,,,,,,,,,,no,yes
jetstar-asia,Jetstar Asia,3K,Singapore,Low-cost,,,,https://www.jetstar.com,,,,,,,https://www.jetstar.com/jp/en/conditions-of-carriage-3k,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
jetstar-japan,Jetstar Japan,GK,Japan,Low-cost,,,,https://www.jetstar.com,,,,,,,https://www.jetstar.com/jp/en/conditions-of-carriage-gk,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
jiangxi-air,Jiangxi Air,RY,China,Low-cost,,,,,,,,,,,,,,no,yes
jin-air,Jin Air,LJ,South Korea,Low-cost,,,,,,,,,,,,,,no,yes
jordan-aviation,Jordan Aviation,R5,Jordan,Scheduled,,,,,,,,,,,,,,yes,yes
juneyao-airlines,Juneyao Airlines,HO,China,Scheduled,,,,https://global.juneyaoair.com,,,,,,,https://global.juneyaoair.com/servicehelp/new/General%20Conditions%20of%20Carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
kalitta-air,Kalitta Air,K4,United States,Scheduled,,,,,,,,,,,,,,yes,no
kalstar-aviation,Kalstar Aviation,KD,Indonesia,Scheduled,,,,,,,,,,,,,,no,yes
kam-air,Kam Air,RQ,Afghanistan,Scheduled,,,,https://www.kamair.com,,,,,,,https://www.kamair.com/terms-and-conditions#agreement-and-terms,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
kan-air,Kan Air,K8,Thailand,Scheduled,,,,,,,,,,,,,,yes,no
kartika-airlines,Kartika Airlines,3Y,Indonesia,Scheduled,,,,,,,,,,,,,,yes,no
kenmore-air,Kenmore Air,M5,United States,Scheduled,,,,,,,,,,,,,,yes,no
kenn-borek-air,Kenn Borek Air,4K,Canada,Scheduled,,,,https://askariaviation.com,,,,,,,https://askariaviation.com/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
kenya-airways,Kenya Airways,KQ,Kenya,Scheduled,,,,https://www.kenya-airways.com,,,,,,,https://www.kenya-airways.com/condition-of-carriage/en/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
klm-cityhopper,KLM Cityhopper,WA,Netherlands,Scheduled,,,,,,,,,,,,,,yes,no
klm-royal-dutch-airlines,KLM Royal Dutch Airlines,KL,Netherlands,Scheduled,,,,https://www.klm.com,,,,,,,https://www.klm.com/information/legal/conditions-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
kulula,Kulula,МН,South Africa,Low-cost,,,,,,,,,,,,,,no,yes
kunming-airlines,Kunming Airlines,KY,China,Scheduled,,,,,,,,,,,,,,yes,yes
kuwait-airways,Kuwait Airways,KU,Kuwait,Scheduled,,,,https://www.kuwaitairways.com,,,,,,,https://www.kuwaitairways.com/en/terms/conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
la-compagnie,La Compagnie,B0,France,Scheduled,,,,,,,,,,,,,,yes,no
la-costena,La Costeña,LC,Nicaragua,Scheduled,,,,,,,,,,,,,,no,yes
lam-mozambique-airlines,LAM Mozambique Airlines,TM,Mozambique,Scheduled,,,,,,,,,,,,,,yes,no
lan-chile-cargo,LAN Chile Cargo,UC,Chile,Scheduled,,,,,,,,,,,,,,yes,no
lanmei-airlines,Lanmei Airlines,LQ,Cambodia,Low-cost,,,,https://lanmeiairlines.com,,,,,,,https://lanmeiairlines.com/lanmeiairlines2.0/default/menus/EN/experience/LMTransport.html,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
lao-airlines,Lao Airlines,QV,Laos,Scheduled,,,,https://laoairlines.com,,,,,,,https://laoairlines.com/en/term-and-condition/#,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
lao-skyway,Lao Skyway,LK,Laos,Scheduled,,,,,,,,,,,,,,no,yes
laser-airlines,LASER Airlines,QL,Venezuela,Scheduled,,,,,,,,,,,,,,yes,yes
latam-airlines,LATAM Airlines,LA,Chile,Scheduled,,,,https://www.latamairlines.com,,,,,,,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
latam-airlines-colombia,LATAM Airlines Colombia,4C,Colombia,Scheduled,,,,,,,,,,,,,,yes,no
latam-airlines-ecuador,LATAM Airlines Ecuador,XL,Ecuador,Scheduled,,,,https://www.latamairlines.com,,,,,,,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
latam-airlines-paraguay,LATAM Airlines Paraguay,PZ,Paraguay,Scheduled,,,,,,,,,,,,,,yes,no
latam-airlines-peru,LATAM Airlines Peru,LP,Peru,Scheduled,,,,,,,,,,,,,,yes,no
libyan-airlines,Libyan Airlines,LN,Libya,Scheduled,,,,,,,,,,,,,,yes,yes
link-airways,Link Airways,FC,Australia,Scheduled,,,,,,,,,,,,,,no,yes
loganair,Loganair,LM,United Kingdom,Scheduled,,,,https://www.loganair.co.uk,,,,,,,https://www.loganair.co.uk/travel-help/carriage-conditions/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
loong-air,Loong Air,GJ,China,Scheduled,,,,,,,,,,,,,,no,yes
lot-polish,LOT Polish,LO,Poland,Scheduled,,,,https://www.lot.com,,,,,,,https://www.lot.com/pl/en/regulations/conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
lucky-air,Lucky Air,8L,China,Low-cost,,,,https://www.luckyair.net,,,,,,,https://www.luckyair.net/help.html?id=5d7714de91c6dd531559d9b7,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
lufthansa-cityline,Lufthansa CityLine,CL,Germany,Scheduled,,,,,,,,,,,,,,yes,no
luxair,Luxair,LG,Luxembourg,Scheduled,,,,https://www.luxair.lu,,,,,,,https://www.luxair.lu/en/information/general-conditions-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
lynden-air-cargo-llc,"Lynden Air Cargo, LLC",L2,United States,Scheduled,,,,,,,,,,,,,,yes,no
magnicharters,Magnicharters,0Z,Mexico,Scheduled,,,,,,,,,,,,,,no,yes
mahan-air,Mahan Air,W5,Iran,Scheduled,,,,,,,,,,,,,,yes,yes
maldivian,Maldivian,Q2,Maldives,Scheduled,,,,,,,,,,,,,,yes,yes
mandarin-airlines,Mandarin Airlines,AE,Taiwan,Scheduled,,,,https://global.csair.com,,,,,,,https://global.csair.com/MO/GB/booking-policy/international-carriage-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
mango,Mango,JE,South Africa,Low-cost,,,,,,,,,,,,,,yes,yes
martinair,Martinair,MP,Netherlands,Scheduled,,,,,,,,,,,,,,yes,no
maya-island-air,Maya Island Air,2M,Belize,Scheduled,,,,https://www.mayaislandair.com,,,,,,,https://www.mayaislandair.com/Information/Terms-and-Conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
mayair,MAYAir,7M,Mexico,Scheduled,,,,,,,,,,,,,,no,yes
miat-mongolian-airlines,MIAT Mongolian Airlines,OM,Mongolia,Scheduled,,,,https://www.miat.com,,,,,,,https://www.miat.com/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
middle-east-airlines,Middle East Airlines,ME,Lebanon,Low-cost,,,,https://www.mea.com.lb,,,,,,,https://www.mea.com.lb/english/plan-and-book/legal-notices/conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
mng-airlines,MNG Airlines,MB,Turkey,Scheduled,,,,,,,,,,,,,,yes,no
monacair,Monacair,QM,Monaco,Scheduled,,,,,,,,,,,,,,no,yes
montenegro-airlines,Montenegro Airlines,YM,Montenegro,Scheduled,,,,,,,,,,,,,,yes,no
motor-sich-airlines,Motor Sich Airlines,M9,Ukraine,Scheduled,,,,https://flymotorsich.com,,,,,,,https://flymotorsich.com/en/pages/conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
myanmar-airways-international,Myanmar Airways International,8M,Myanmar,Scheduled,,,,https://maiair.com,,,,,,,https://maiair.com/plan-your-journey/general-conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
myanmar-national-airlines,Myanmar National Airlines,UB,Myanmar,Scheduled,,,,,,,,,,,,,,no,yes
myway-airlines,Myway Airlines,MJ,Georgia,Scheduled,,,,https://mywayairlines.com,,,,,,,https://mywayairlines.com/en/381/General-Condition-of-Carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
nam-air,NAM Air,IN,Indonesia,Scheduled,,,,,,,,,,,,,,no,yes
national-airlines,National Airlines,N8,United States,Scheduled,,,,,,,,,,,,,,yes,no
nauru-airlines,Nauru Airlines,ON,Nauru,Scheduled,,,,,,,,,,,,,,yes,yes
neos,Neos,NO,Italy,Scheduled,,,,,,,,,,,,,,yes,yes
nepal-airlines,Nepal Airlines,RA,Nepal,Scheduled,,,,https://nepalairlines.com.np,,,,,,,https://nepalairlines.com.np/instructions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
niki,Niki,HG,Austria,Low-cost,,,,,,,,,,,,,,no,yes
nile-air,Nile Air,NP,Egypt,Scheduled,,,,https://www.nileair.com,,,,,,,https://www.nileair.com/#/en/home,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
nippon-cargo-airlines,Nippon Cargo Airlines,KZ,Japan,Scheduled,,,,,,,,,,,,,,yes,no
nok-air,Nok Air,DD,Thailand,Low-cost,,,,,,,,,,,,,,yes,yes
nokscoot,NokScoot,XW,Thailand,Low-cost,,,,,,,,,,,,,,no,yes
nordstar,NordStar,Y7,Russia,Scheduled,,,,,,,,,,,,,,no,yes
nordwind-airlines,Nordwind Airlines,N4,Russia,Scheduled,,,,,,,,,,,,,,yes,yes
norse-atlantic-uk,Norse Atlantic UK,Z0,United Kingdom,Low-cost,,,,,,,,,,,,,,yes,no
northern-air-cargo,Northern Air Cargo,NC,United States,Scheduled,,,,,,,,,,,,,,yes,no
northwest-airlines,Northwest Airlines,NW,United States,Scheduled,,,,,,,,,,,,,,yes,no
northwestern-air,Northwestern Air,J3,Canada,Scheduled,,,,,,,,,,,,,,yes,no
norwegian-air-sweden,Norwegian Air Sweden,D8,Sweden,Scheduled,,,,https://www.norwegian.com,,,,,,,https://www.norwegian.com/en/booking/helpful-booking-info/legal/general-conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
nouvelair,Nouvelair,BJ,Tunisia,Scheduled,,,,,,,,,,,,,,yes,no
nova-airlines,NOVA Airlines,O9,Sudan,Scheduled,,,,,,,,,,,,,,yes,no
novoair,Novoair,VQ,Bangladesh,Scheduled,,,,,,,,,,,,,,no,yes
okay-airways,Okay Airways,BK,China,Scheduled,,,,,,,,,,,,,,yes,yes
olympic-air,Olympic Air,OA,Greece,Scheduled,,,,https://www.olympicair.com,,,,,,,https://www.olympicair.com/en/conditions-and-notices/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
oman-air,Oman Air,WY,Oman,Scheduled,,,,https://www.omanair.com,,,,,,,https://www.omanair.com/au/en/conditions-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
onur-air,Onur Air,8Q,Turkey,Low-cost,,,,https://www.onurair.com,,,,,,,https://www.onurair.com/en/faq/detail/General-Terms/859/1332/0,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
orient-thai-airlines,Orient Thai Airlines,OX,Thailand,Low-cost,,,,,,,,,,,,,,yes,no
pacific-airlines,Pacific Airlines,BL,Vietnam,Scheduled,,,,,,,,,,,,,,yes,no
pacific-coastal-airlines,Pacific Coastal Airlines,8P,Canada,Scheduled,,,,https://www.pacificcoastal.com,,,,,,,https://www.pacificcoastal.com/fare-terms-conditions/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
pal-express,PAL Express,2P,Philippines,Low-cost,,,,,,,,,,,,,,yes,no
pascan-aviation,Pascan Aviation,P6,Canada,Scheduled,,,,,,,,,,,,,,yes,yes
pawa-dominicana,PAWA Dominicana,7N,Dominican Republic,Scheduled,,,,,,,,,,,,,,no,yes
pegasus-airlines,Pegasus Airlines,PC,Turkey,Low-cost,,,,https://www.flypgs.com,,,,,,,https://www.flypgs.com/en/useful-info/info-about-flights/general-rules,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
png-air,PNG Air,CG,Papua New Guinea,Scheduled,,,,http://cargo.pngair.com.pg,,,,,,,http://cargo.pngair.com.pg/staticpages/office_other_details.aspx?details_type=T&carrier_code=CG&airport_code=UNG,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
polar-air-cargo-worldwide-inc,"Polar Air Cargo Worldwide, Inc.",PO,United States,Scheduled,,,,,,,,,,,,,,yes,no
porter-airlines,Porter Airlines,P3,Canada,Scheduled,,,,https://www.flyporter.com,,,,,,,https://www.flyporter.com/en/travel-terms-and-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
precision-air,Precision Air,PW,Tanzania,Scheduled,,,,https://www.precisionairtz.com,,,,,,,https://www.precisionairtz.com/en/about-us/10-travel-planner/14-conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
primera-air,Primera Air,PF,Iceland,Scheduled,,,,,,,,,,,,,,yes,yes
proflight-zambia,Proflight Zambia,P0,Zambia,Scheduled,,,,https://proflight-zambia.com,,,,,,,https://proflight-zambia.com/img/cms/documents/Terms&Conditions%20v30apr21.pdf,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
qingdao-airlines,Qingdao Airlines,QW,China,Scheduled,,,,,,,,,,,,,,no,yes
red-wings,Red Wings,WZ,Russia,Scheduled,,,,,,,,,,,,,,no,yes
regional-air,Regional Air,8N,Mauritania,Scheduled,,,,,,,,,,,,,,yes,yes
rex-regional-express,Rex - Regional Express,ZL,Australia,Scheduled,,,,https://www.rex.com.au,,,,,,,https://www.rex.com.au/flightinfo/COC.aspx,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
rossiya-airlines,Rossiya Airlines,FV,Russia,Scheduled,,,,,,,,,,,,,,yes,no
royal-air-maroc,Royal Air Maroc,AT,Morocco,Scheduled,,,,https://www.royalairmaroc.com,,,,,,,https://www.royalairmaroc.com/uk-en/general-terms-and-conditions,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
royal-air-philippines,Royal Air Philippines,RW,Philippines,Low-cost,,,,,,,,,,,,,,no,yes
royal-brunei-airlines,Royal Brunei Airlines,BI,Brunei,Scheduled,,,,https://www.flyroyalbrunei.com,,,,,,,https://www.flyroyalbrunei.com/rba/carriage-conditions.php,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
royal-jordanian,Royal Jordanian,RJ,Jordan,Scheduled,,,,https://www.rj.com,,,,,,,https://www.rj.com/en/info-and-tips/conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
ruili-airlines,Ruili Airlines,DR,China,Low-cost,,,,,,,,,,,,,,no,yes
rusline,RusLine,7R,Russia,Scheduled,,,,,,,,,,,,,,yes,yes
rwandair,RwandAir,WB,Rwanda,Scheduled,,,,https://www.rwandair.com,,,,,,,https://www.rwandair.com/our-policies/terms-conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
s7-airlines,S7 Airlines,S7,Russia,Scheduled,,,,,,,,,,,,,,no,yes
safarilink-aviation,Safarilink Aviation,F2,Kenya,Scheduled,,,,,,,,,,,,,,no,yes
safi-airways,Safi Airways,4Q,Afghanistan,Scheduled,,,,,,,,,,,,,,yes,yes
samoa-airways,Samoa Airways,OL,Samoa,Scheduled,,,,https://www.samoaairways.com,,,,,,,https://www.samoaairways.com/flying-with-us/terms-and-conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
sansa,SANSA,RZ,Costa Rica,Scheduled,,,,,,,,,,,,,,yes,yes
sas-scandinavian,SAS Scandinavian,SK,Sweden,Scheduled,,,,https://www.flysas.com,,,,,,,https://www.flysas.com/gb-en/legal-info/conditions-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
sata-air-acores,SATA Air Acores,SP,Portugal,Scheduled,,,,,,,,,,,,,,yes,no
scat,SCAT,DV,Kazakhstan,Low-cost,,,,,,,,,,,,,,yes,no
sepehran-airlines,Sepehran Airlines,IS,Iran,Low-cost,,,,,,,,,,,,,,yes,no
serene-air,Serene Air,ER,Pakistan,Scheduled,,,,,,,,,,,,,,no,yes
severstal-air-company,Severstal Air Company,D2,Russia,Scheduled,,,,,,,,,,,,,,yes,yes
shaheen-air,Shaheen Air,NL,Pakistan,Scheduled,,,,,,,,,,,,,,yes,no
shandong-airlines,Shandong Airlines,SC,China,Scheduled,,,,https://www.sda.cn,,,,,,,https://www.sda.cn/en/about/news/show/3195.html,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
shanghai-airlines,Shanghai Airlines,FM,China,Scheduled,,,,https://www.ceair.com,,,,,,,https://www.ceair.com/global/en_static/Announcement/TravelTips/dsGeneralCondition/shanghaiAirlinesLuggageRules/shdomesticRules/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
shenzhen-airlines,Shenzhen Airlines,ZH,China,Scheduled,,,,https://www.shenzhenair.com,,,,,,,https://www.shenzhenair.com/szair_B2C/getStaticHtml.action?htmlName=termService,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
sichuan-airlines,Sichuan Airlines,3U,China,Scheduled,,,,,,,,,,,www.scal.com.cn,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
silkair,SilkAir,MI,Singapore,Scheduled,,,,,,,,,,,,,,yes,no
silver-airways,Silver Airways,3M,United States,Scheduled,,,,https://www.silverairways.com,,,,,,,https://www.silverairways.com/docs/default-source/legal-documents/silver-airways-contract-of-carriage-05oct2021.pdf?sfvrsn=b273701b_1,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
sky-airline,Sky Airline,H2,Chile,Low-cost,,,,https://www.skyairline.com,,,,,,,https://www.skyairline.com/upload/Documents/Air_transport_contract.pdf,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,yes
sky-airlines,Sky Airlines,ZY,Turkey,Scheduled,,,,,,,,,,,,,,yes,no
sky-angkor-airlines,Sky Angkor Airlines,ZA,Cambodia,Scheduled,,,,,,,,,,,,,,yes,yes
skybahamas,SkyBahamas,Q7,Bahamas,Scheduled,,,,,,,,,,,,,,yes,no
skyjet-airlines,SkyJet Airlines,M8,Uganda,Scheduled,,,,,,,,,,,,,,no,yes
skymark-airlines,Skymark Airlines,BC,Japan,Low-cost,,,,,,,,,,,,,,yes,yes
skyup-airlines,SkyUp Airlines,PQ,Puerto Rico,Low-cost,,,,,,,,,,,,,,no,yes
skyward-airlines,Skyward Airlines,OW,Canada,Scheduled,,,,,,,,,,,,,,yes,no
skywest-airlines,SkyWest Airlines,OO,Australia,Scheduled,,,,https://www.skywest.com,,,,,,,https://www.skywest.com/fly-skywest-airlines/customer-information#!contract-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
skywork-airlines,SkyWork Airlines,SX,Switzerland,Scheduled,,,,,,,,,,,,,,no,yes
smartavia,SmartAvia,5N,Russia,Scheduled,,,,,,,,,,,,,,no,yes
solaseed-air,Solaseed Air,6J,Japan,Low-cost,,,,,,,,,,,,,,yes,no
solomon-airlines,Solomon Airlines,IE,Solomon Islands,Scheduled,,,,https://www.flysolomons.com,,,,,,,https://www.flysolomons.com/bookings/conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
somon-air,Somon Air,SZ,Tajikistan,Scheduled,,,,,,,,,,,,,,yes,yes
sounds-air,Sounds Air,S8,South Africa,Scheduled,,,,,,,,,,,,,,no,yes
south-african-airways,South African Airways,SA,South Africa,Scheduled,,,,https://www.flysaa.com,,,,,,,https://www.flysaa.com/documents/51855150/126723733/Conditions+of+Carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
southern-air,Southern Air,9R,United States,Scheduled,,,,,,,,,,,,,,yes,no
southern-airways-express,Southern Airways Express,9X,United States,Scheduled,,,,https://iflysouthern.com,,,,,,,https://iflysouthern.com/contract-of-carriage/,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
southwest-airlines,Southwest Airlines,WN,United States,Low-cost,,,,https://www.southwest.com,,,,,,,https://www.southwest.com/html/about-southwest/index.html?clk=GFOOTER-CONTRACT-OF-CARRIAGE#_tab_5,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
spicejet,SpiceJet,SG,India,Low-cost,,,,,,,,,,,,,,yes,no
spirit-airlines,Spirit Airlines,NK,United States,Low-cost,,,,https://content.spirit.com,,,,,,,https://content.spirit.com/Shared/en-us/Documents/Contract_of_Carriage.pdf,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
spring-japan,Spring Japan,IJ,Japan,Low-cost,,,,,,,,,,,,,,yes,yes
srilankan-airlines,SriLankan Airlines,UL,Sri Lanka,Scheduled,,,,https://www.srilankan.com,,,,,,,https://www.srilankan.com/Zh_cn/Corporate/conditions-of-carriage-for-passengers-and-baggage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
sriwijaya-air,Sriwijaya Air,SJ,Indonesia,Scheduled,,,,,,,,,,,,,,yes,no
st-barth-commuter,St Barth Commuter,PV,France,Scheduled,,,,,,,,,,,,,,no,yes
starbow,Starbow,S9,Ghana,Scheduled,,,,,,,,,,,,,,no,yes
starlux-airlines,STARLUX Airlines,JX,Singapore,Scheduled,,,,https://www.starlux-airlines.com,,,,,,,https://www.starlux-airlines.com/en-TW/terms-conditions/conditions-of-carriage,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,yes,no
sudan-airways,Sudan Airways,SD,Sudan,Scheduled,,,,,,,,,,,,,,yes,yes
sun-air,SUN-AIR,ZU,Denmark,Scheduled,,,,,,,,,,,,,,yes,no
sun-country-airlines,Sun Country Airlines,SY,United States,Low-cost,,,,https://assets.ctfassets.net,,,,,,,https://assets.ctfassets.net/2aov1ouggrmn/1oeBYihGf7m9y7W0WFcdfo/89f1754fcef67eb7da26286f019604d0/Contract_of_Carriage_Update_-_06182021.pdf,,conditions_of_carriage_url prefilled from Duffel refs; please verify.,no,yes
sunclass-airlines,Sunclass Airlines,DK,Denmark,Scheduled,,,,,,,,,,,,,,yes,yes
sundair,SundAir,SR,Germany,Scheduled,,,,,,,,,,,,,,yes,yes
