carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes,matched_source_airline_id,enrichment_sources
seair-international,SEAir International,XO,Spain,Low-cost,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
sf-airlines-company-ltd,SF Airlines Company Ltd,O3,People's Republic of China,Scheduled,no,en,,,https://sf-airlines.com,,,,,,,,,no,,0,0,no,no,no,,band;region;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,sf-airlines-1202,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
sita-airlines-worldwidetelecommunications-and-information-sv,SITA - Airlines WorldwideTelecommunications and Information Svcs,XS,Switzerland,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
skol,SKOL,СД,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
sks-airways,SKS Airways,KI,Indonesia,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
sncf,SNCF,2C,France,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
starlux-airlines,STARLUX Airlines,JX,Singapore,Scheduled,yes,en-sg,manual-priority,Asia,https://www.starlux-airlines.com,,https://www.starlux-airlines.com/en-ID/support/faq/baggage,https://www.starlux-airlines.com/en-ID/support/faq/baggage,https://www.starlux-airlines.com/en-ID/support/faq/baggage,,,https://www.starlux-airlines.com/en-TW/terms-conditions/conditions-of-carriage,,yes,2026-09-03,0,4,no,yes,no,https://www.starlux-airlines.com/en-TW/terms-conditions/conditions-of-carriage,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",starlux-airlines-883,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
stp-airways,STP Airways,8F,Sao Tome and Principe,Scheduled,no,,,,https://stpairways.st,,,,,,,,,no,,0,0,no,no,no,,locale;band;region;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,cardig-air-1201,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
sun-air,SUN-AIR,ZU,Denmark,Scheduled,no,,,Europe,https://sunair.co.nz,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,sunair-1671,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
swiss,SWISS,LX,Switzerland,Scheduled,yes,en-ch,1b,Europe,https://www.swiss.com,,https://www.swiss.com/ch/en/prepare/baggage/checked-baggage,https://www.swiss.com/ch/en/prepare/baggage/hand-baggage,https://www.swiss.com/ch/en/prepare/baggage/excess-baggage,https://www.swiss.com/ch/en/book-and-manage/fare-conditions,https://www.swiss.com/ch/en/prepare/check-in/online-check-in,https://www.swiss.com/ch/en/terms-conditions/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,https://www.swiss.com/de/en/terms-conditions/conditions-of-carriage,help_root;article_selector;,6/6 urls,swiss-international-air-lines-479,C:\Users\kspellman\Documents\Codex\2026-08-24\vie\work\airline_research_data.json; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
sabre-inc,Sabre Inc.,1S,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
safarilink-aviation,Safarilink Aviation,F2,Kenya,Scheduled,no,en,,Africa,https://regionalcargo.com,,,,,,,,,no,,0,0,no,no,yes,,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,regional-cargo-1611,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
safi-airways,Safi Airways,4Q,Afghanistan,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,yes,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
salamair,SalamAir,OV,Estonia,Low-cost,no,en,,Europe,https://salamair.com,,https://www.salamair.com/en/plan/baggage-information,https://www.salamair.com/en/plan/baggage-information,https://www.salamair.com/en/plan/baggage-information,,,,,no,,0,0,no,no,no,,band;help_root;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,salamair-876,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
samoa-airways,Samoa Airways,OL,Samoa,Scheduled,yes,en,manual-priority,Australia/Pacific,https://www.samoaairways.com,,,,,,,https://www.samoaairways.com/flying-with-us/terms-and-conditions-of-carriage/,,yes,2026-09-03,0,1,no,no,yes,https://www.samoaairways.com/flying-with-us/terms-and-conditions-of-carriage/,help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,1/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.,samoa-airways-1815,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
sapsan,Sapsan,R0,Pakistan,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
saudia,Saudia,SV,Saudi Arabia,Scheduled,yes,en-sa,1b,Middle East,https://www.saudia.com,https://connect.saudiacargo.com/pharmaceutical-support-initiative-ar,https://www.saudia.com/pages/before-flying/baggage/checked-baggage,https://www.saudia.com/pages/before-flying/baggage/hand-baggage,https://www.saudia.com/pages/before-flying/baggage/excess-baggage,https://www.saudia.com/pages/before-flying/fare-families,https://www.saudia.com/pages/before-flying/check-in,https://www.saudia.com/pages/legal/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,,article_selector;,6/6 urls,saudia-cargo-1516,C:\Users\kspellman\Documents\Codex\2026-08-24\vie\work\airline_research_data.json; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
scoot,Scoot,TR,Singapore,Low-cost,yes,en-sg,1a,Southeast Asia,https://www.flyscoot.com,,https://www.flyscoot.com/en/plan/booking-your-flight/baggage,https://www.flyscoot.com/en/plan/booking-your-flight/baggage,https://www.flyscoot.com/en/plan/booking-your-flight/fees-chart,https://www.flyscoot.com/en/plan/booking-your-flight/fare-bundles,https://www.flyscoot.com/en/plan/your-trip/check-in,https://www.flyscoot.com/en/terms-and-conditions/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,,help_root;article_selector;,6/6 urls,scoot-313,C:\Users\kspellman\Documents\Codex\2026-08-24\vie\work\airline_research_data.json; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
seaport-airlines,SeaPort Airlines,X4,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
seaborne-airlines,Seaborne Airlines,BB,United States,Scheduled,no,en,,North America,https://www.seaborneairlines.com,,https://seaborneairlines.com/baggage-support,https://seaborneairlines.com/baggage-support,https://seaborneairlines.com/baggage-support,,,https://www.seaborneairlines.com/contract-of-carriage/,,no,,0,0,no,no,no,https://www.seaborneairlines.com/contract-of-carriage/,band;help_root;fare_conditions_url;checkin_url;article_selector;,,seaborne-airlines-994,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
sepehran-airlines,Sepehran Airlines,IS,Iran,Low-cost,no,,,Middle East,https://flyirsairlines.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,ais-airlines-779,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
serene-air,Serene Air,ER,Pakistan,Scheduled,no,,,Asia,https://sereneair.com,,,,,,,,,no,,0,0,no,no,yes,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,astar-air-cargo-939,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
