status,httpStatus,type,words,threshold,url,title,location,canonical
"ok","200","destination","945","500","https://www.originfacts.com/destinations/finland","Finland · Originfacts","","https://www.originfacts.com/destinations/finland"
"ok","200","destination","945","500","https://www.originfacts.com/destinations/honduras","Honduras · Originfacts","","https://www.originfacts.com/destinations/honduras"
"ok","200","destination","945","500","https://www.originfacts.com/destinations/ukraine","Ukraine · Originfacts","","https://www.originfacts.com/destinations/ukraine"
"ok","200","destination","946","500","https://www.originfacts.com/destinations/french-polynesia","French Polynesia · Originfacts","","https://www.originfacts.com/destinations/french-polynesia"
"ok","200","destination","947","500","https://www.originfacts.com/destinations/cameroon","Cameroon · Originfacts","","https://www.originfacts.com/destinations/cameroon"
"ok","200","destination","947","500","https://www.originfacts.com/destinations/turks-and-caicos-islands","Turks and Caicos Islands · Originfacts","","https://www.originfacts.com/destinations/turks-and-caicos-islands"
"ok","200","destination","951","500","https://www.originfacts.com/destinations/angola","Angola · Originfacts","","https://www.originfacts.com/destinations/angola"
"ok","200","destination","951","500","https://www.originfacts.com/destinations/cuba","Cuba · Originfacts","","https://www.originfacts.com/destinations/cuba"
"ok","200","destination","953","500","https://www.originfacts.com/destinations/myanmar","Myanmar · Originfacts","","https://www.originfacts.com/destinations/myanmar"
"ok","200","destination","953","500","https://www.originfacts.com/destinations/uzbekistan","Uzbekistan · Originfacts","","https://www.originfacts.com/destinations/uzbekistan"
"ok","200","destination","955","500","https://www.originfacts.com/destinations/russia","Russia · Originfacts","","https://www.originfacts.com/destinations/russia"
"ok","200","destination","957","500","https://www.originfacts.com/destinations/ethiopia","Ethiopia · Originfacts","","https://www.originfacts.com/destinations/ethiopia"
"ok","200","destination","957","500","https://www.originfacts.com/destinations/kazakhstan","Kazakhstan · Originfacts","","https://www.originfacts.com/destinations/kazakhstan"
"ok","200","destination","957","500","https://www.originfacts.com/destinations/saudi-arabia","Saudi Arabia · Originfacts","","https://www.originfacts.com/destinations/saudi-arabia"
"ok","200","destination","958","500","https://www.originfacts.com/destinations/pakistan","Pakistan · Originfacts","","https://www.originfacts.com/destinations/pakistan"
"ok","200","destination","960","500","https://www.originfacts.com/destinations/dominican-republic","Dominican Republic · Originfacts","","https://www.originfacts.com/destinations/dominican-republic"
"ok","200","destination","962","500","https://www.originfacts.com/destinations/kenya","Kenya · Originfacts","","https://www.originfacts.com/destinations/kenya"
"ok","200","destination","964","500","https://www.originfacts.com/destinations/bahamas","Bahamas · Originfacts","","https://www.originfacts.com/destinations/bahamas"
"ok","200","destination","965","500","https://www.originfacts.com/destinations/egypt","Egypt · Originfacts","","https://www.originfacts.com/destinations/egypt"
"ok","200","destination","965","500","https://www.originfacts.com/destinations/sao-tome-and-principe","São Tomé and Príncipe · Originfacts","","https://www.originfacts.com/destinations/sao-tome-and-principe"
"ok","200","destination","966","500","https://www.originfacts.com/destinations/solomon-islands","Solomon Islands · Originfacts","","https://www.originfacts.com/destinations/solomon-islands"
"ok","200","destination","968","500","https://www.originfacts.com/destinations/iran","Iran · Originfacts","","https://www.originfacts.com/destinations/iran"
"ok","200","destination","969","500","https://www.originfacts.com/destinations/nepal","Nepal · Originfacts","","https://www.originfacts.com/destinations/nepal"
"ok","200","destination","972","500","https://www.originfacts.com/destinations/chiang-mai","Chiang Mai · Originfacts","","https://www.originfacts.com/destinations/chiang-mai"
"ok","200","destination","972","500","https://www.originfacts.com/destinations/romania","Romania · Originfacts","","https://www.originfacts.com/destinations/romania"
"ok","200","destination","973","500","https://www.originfacts.com/destinations/saint-helena-ascension-and-tristan-da-cunha","Saint Helena, Ascension and Tristan da Cunha · Originfacts","","https://www.originfacts.com/destinations/saint-helena-ascension-and-tristan-da-cunha"
"ok","200","destination","974","500","https://www.originfacts.com/destinations/sri-lanka","Sri Lanka · Originfacts","","https://www.originfacts.com/destinations/sri-lanka"
"ok","200","static","974","300","https://www.originfacts.com/legal/disclaimer","Disclaimer — Originfacts · Originfacts","","https://www.originfacts.com"
"ok","200","destination","975","500","https://www.originfacts.com/destinations/namibia","Namibia · Originfacts","","https://www.originfacts.com/destinations/namibia"
"ok","200","destination","977","500","https://www.originfacts.com/destinations/bolivia","Bolivia · Originfacts","","https://www.originfacts.com/destinations/bolivia"
"ok","200","destination","980","500","https://www.originfacts.com/destinations/bulgaria","Bulgaria · Originfacts","","https://www.originfacts.com/destinations/bulgaria"
"ok","200","destination","982","500","https://www.originfacts.com/destinations/ayutthaya","Ayutthaya · Originfacts","","https://www.originfacts.com/destinations/ayutthaya"
"ok","200","destination","983","500","https://www.originfacts.com/destinations/argentina","Argentina · Originfacts","","https://www.originfacts.com/destinations/argentina"
"ok","200","destination","983","500","https://www.originfacts.com/destinations/tanzania","Tanzania · Originfacts","","https://www.originfacts.com/destinations/tanzania"
"ok","200","destination","988","500","https://www.originfacts.com/destinations/algeria","Algeria · Originfacts","","https://www.originfacts.com/destinations/algeria"
"ok","200","destination","996","500","https://www.originfacts.com/destinations/ecuador","Ecuador · Originfacts","","https://www.originfacts.com/destinations/ecuador"
"ok","200","article","999","700","https://www.originfacts.com/articles/best-pet-friendly-hotels-europe-2026-travel-guide","Best Pet-Friendly Hotels in Europe 2026 · Originfacts","","https://www.originfacts.com/articles/best-pet-friendly-hotels-europe-2026-travel-guide"
"ok","200","destination","999","500","https://www.originfacts.com/destinations/costa-rica","Costa Rica · Originfacts","","https://www.originfacts.com/destinations/costa-rica"
"ok","200","destination","999","500","https://www.originfacts.com/destinations/morocco","Morocco · Originfacts","","https://www.originfacts.com/destinations/morocco"
"ok","200","destination","1000","500","https://www.originfacts.com/destinations/nigeria","Nigeria · Originfacts","","https://www.originfacts.com/destinations/nigeria"
"ok","200","destination","1000","500","https://www.originfacts.com/destinations/venezuela","Venezuela · Originfacts","","https://www.originfacts.com/destinations/venezuela"
"ok","200","destination","1003","500","https://www.originfacts.com/destinations/papua-new-guinea","Papua New Guinea · Originfacts","","https://www.originfacts.com/destinations/papua-new-guinea"
"ok","200","destination","1004","500","https://www.originfacts.com/destinations/ghana","Ghana · Originfacts","","https://www.originfacts.com/destinations/ghana"
"ok","200","destination","1005","500","https://www.originfacts.com/destinations/greece","Greece · Originfacts","","https://www.originfacts.com/destinations/greece"
"ok","200","destination","1006","500","https://www.originfacts.com/destinations/poland","Poland · Originfacts","","https://www.originfacts.com/destinations/poland"
"ok","200","destination","1008","500","https://www.originfacts.com/destinations/colombia","Colombia · Originfacts","","https://www.originfacts.com/destinations/colombia"
"ok","200","destination","1008","500","https://www.originfacts.com/destinations/turkey","Turkey · Originfacts","","https://www.originfacts.com/destinations/turkey"
"ok","200","destination","1009","500","https://www.originfacts.com/destinations/italy","Italy · Originfacts","","https://www.originfacts.com/destinations/italy"
"ok","200","destination","1010","500","https://www.originfacts.com/destinations/taiwan","Taiwan · Originfacts","","https://www.originfacts.com/destinations/taiwan"
"ok","200","destination","1011","500","https://www.originfacts.com/destinations/brazil","Brazil · Originfacts","","https://www.originfacts.com/destinations/brazil"
"ok","200","destination","1013","500","https://www.originfacts.com/destinations/chile","Chile · Originfacts","","https://www.originfacts.com/destinations/chile"
"ok","200","destination","1014","500","https://www.originfacts.com/destinations/peru","Peru · Originfacts","","https://www.originfacts.com/destinations/peru"
"ok","200","destination","1016","500","https://www.originfacts.com/destinations/germany","Germany · Originfacts","","https://www.originfacts.com/destinations/germany"
"ok","200","destination","1019","500","https://www.originfacts.com/destinations/france","France · Originfacts","","https://www.originfacts.com/destinations/france"
"ok","200","destination","1023","500","https://www.originfacts.com/destinations/portugal","Portugal · Originfacts","","https://www.originfacts.com/destinations/portugal"
"ok","200","destination","1025","500","https://www.originfacts.com/destinations/south-korea","South Korea · Originfacts","","https://www.originfacts.com/destinations/south-korea"
"ok","200","article","1026","700","https://www.originfacts.com/articles/skip-airport-security-lines-2026","7 Ways to Skip Airport Security Lines in 2026 · Originfacts","","https://www.originfacts.com/articles/skip-airport-security-lines-2026"
"ok","200","destination","1028","500","https://www.originfacts.com/destinations/sweden","Sweden · Originfacts","","https://www.originfacts.com/destinations/sweden"
"ok","200","destination","1032","500","https://www.originfacts.com/destinations/malaysia","Malaysia · Originfacts","","https://www.originfacts.com/destinations/malaysia"
"ok","200","destination","1032","500","https://www.originfacts.com/destinations/united-arab-emirates","United Arab Emirates · Originfacts","","https://www.originfacts.com/destinations/united-arab-emirates"
"ok","200","destination","1034","500","https://www.originfacts.com/destinations/denpasar","Denpasar · Originfacts","","https://www.originfacts.com/destinations/denpasar"
"ok","200","destination","1036","500","https://www.originfacts.com/destinations/india","India · Originfacts","","https://www.originfacts.com/destinations/india"
